5726,3114,,F,5726,2025/08/01 00:00:00,2025/10/01 00:00:00,2025/09/29 00:00:00,NM3413-01/06,NPTZZS0121W,60,,,,1000,,S,O,N,,,,,,,,,,2025/10/01 00:00:00,2,,,60,2025/10/01 00:00:00
5726,3114,,F,5726,2025/08/01 00:00:00,2025/10/01 00:00:00,2025/09/30 00:00:00,NR0102-01/01,NPTZZS0119W,0,,,,1000,,S,O,N,,,,,,,,,,2025/10/01 00:00:00,2,,,0,2025/10/01 00:00:00
5726,3114,,F,5726,2025/08/01 00:00:00,2025/10/01 00:00:00,2025/10/01 00:00:00,NM3468-01/01,NPTZZS0117W,0,,,,1000,,S,O,N,,,,,,,,,,2025/10/01 00:00:00,2,,,0,2025/10/01 00:00:00
5726,3114,,F,5726,2025/08/01 00:00:00,2025/10/01 00:00:00,2025/10/01 00:00:00,NM3444-01/04,,160,,,,1000,,S,O,N,,,,,,,,,,2025/10/01 00:00:00,2,,,160,2025/10/01 00:00:00
5726,3114,,F,5726,2025/08/01 00:00:00,2025/10/01 00:00:00,2025/10/01 00:00:00,NM3453-01/02,,0,,,,1000,,S,O,N,,,,,,,,,,2025/10/01 00:00:00,2,,,0,2025/10/01 00:00:00
5726,3114,,F,5726,2025/08/01 00:00:00,2025/10/01 00:00:00,2025/10/01 00:00:00,NM3460-01/00,,0,,,,1000,,S,O,N,,,,,,,,,,2025/10/01 00:00:00,2,,,0,2025/10/01 00:00:00
5726,3114,,F,5726,2025/08/01 00:00:00,2025/10/01 00:00:00,2025/10/01 00:00:00,NM3461-01/00,,0,,,,1000,,S,O,N,,,,,,,,,,2025/10/01 00:00:00,2,,,0,2025/10/01 00:00:00
5726,3114,,F,5726,2025/08/01 00:00:00,2025/10/01 00:00:00,2025/10/01 00:00:00,NM3409-01/06,,320,,,,1000,,S,O,N,,,,,,,,,,2025/10/01 00:00:00,2,,,320,2025/10/01 00:00:00
5726,3114,,F,5726,2025/08/01 00:00:00,2025/10/01 00:00:00,2025/10/01 00:00:00,NM3402-01/06,,0,,,,1000,,S,O,N,,,,,,,,,,2025/10/01 00:00:00,2,,,0,2025/10/01 00:00:00
5726,3114,,F,5726,2025/08/01 00:00:00,2025/10/01 00:00:00,2025/10/01 00:00:00,NM3443-01/00,,160,,,,1000,,S,O,N,,,,,,,,,,2025/10/01 00:00:00,2,,,160,2025/10/01 00:00:00
